Nume,Email,"Facturare - Judet",Tip,Cui,Industrie,"Creat La"
"Spitalul Orasenesc Regele Carol I Costesti",,,,5172597,,"2014-09-07 12:04:00"
"Spitalul Orasenesc Sinaia",spitalsinaia@yahoo.com,,,,,"2014-09-07 12:04:00"
"Spt.Jud de Urg. Sf.Pantelimon  Focsani",administrativ@spitalvn.ro,,,4350505,,"2014-09-07 12:04:00"
"Spital Judetean  Tg.Mures",secretariat@spitaljudeteanmures.ro,,,24014380,,"2014-09-07 12:04:00"
"Spt.Obstetrica Ginec.Oradea",spital@spitalogoradea.ro,,,4230380,,"2014-09-07 12:04:00"
"SRM Medical SRL",,,,RO18746225,,"2014-09-07 12:04:00"
"Standard Medica SRL",,,,RO19085105,,"2014-09-07 12:04:00"
"Synevo Romania SRL",,,,6479639,,"2014-09-07 12:04:00"
"Syntagma SRL",,,,RO12743238,,"2014-09-07 12:04:00"
"Ultra Clinic SRL",,,,RO15116918,,"2014-09-07 12:04:00"
"Centrul de Cercet. Stiintifice Medico-Militare",,,,RO13684210,,"2014-09-07 12:04:00"
"UM 02460",,,,4406096,,"2014-09-07 12:04:00"
"UM 02482",secretariat@scumc.ro,,,4364594,,"2014-09-07 12:04:00"
"UM 02550",,,,4283716,,"2014-09-07 12:04:00"
"UM 02574 Bucuresti",,,,13622560,,"2014-09-07 12:04:00"
"UM 0502",,,,4204283,,"2014-09-07 12:04:00"
"UM 0510",,,,11353288,,"2014-09-07 12:04:00"
"UM 0929",,,,,,"2014-09-07 12:04:00"
"UMF 'Carol Davila'",,,,4192910,,"2014-09-07 12:04:00"
"UMF 'Carol Davila' Bucuresti",,,,14472909,,"2014-09-07 12:04:00"
"UMF Cluj Napoca",,,,4288047,,"2014-09-07 12:04:00"
"Universitatea 'Spiru Haret'",,,,RO1487166,,"2014-09-07 12:04:00"
"Universitatea Bucuresti",,,,RO426352,,"2014-09-07 12:04:00"
"Universitatea de Medicina si Farmacie",,,,4322742,,"2014-09-07 12:04:00"
"Universitatea Ovidius Constanta",,,,4301332,,"2014-09-07 12:04:00"
"Universitatea tehnica Iasi",,,,RO13805460,,"2014-09-07 12:04:00"
USAMV,,,,602041,,"2014-09-07 12:04:00"
"USAMV Cluj",,,,4288381,,"2014-09-07 12:04:00"
"Vet Care Clinic SRL",,,,RO16137194,,"2014-09-07 12:04:00"
"Vet Diagnostic SRL",,,,RO23766130,,"2014-09-07 12:04:00"
"Vet General Consulting SRL",,,,RO14468355,,"2014-09-07 12:04:00"
"Vet Help 2001",,,,Ro14774583,,"2014-09-07 12:04:00"
"Vet Help Services",,,,Ro14774974,,"2014-09-07 12:04:00"
"Veterinaria SRL",,,,RO8063837,,"2014-09-07 12:04:00"
"Vetsana Dr.Nicolae SRL",,,,RO15034230,,"2014-09-07 12:04:00"
"Vivavet srl",,,,RO16481970,,"2014-09-07 12:04:00"
"X Lab Solutions SRL",,,,RO14600285,,"2014-09-07 12:04:00"
"Spitalul Judetean Arad",,,,3519879,,"2014-09-21 17:42:00"
"Spital Clinic Jud. de Urgenta Galati",spitalul.urgenta@galati.rdsnet.ro,,,3126853,,"2014-09-21 17:42:00"
"Instit. Boli Cardiovasculare Iasi",,,,8615184,,"2014-09-21 17:42:00"
"Instit. Boli Cardiovasculare Timisoara",office@cardiologie.ro,,,5189211,,"2014-09-21 17:42:00"
"Spital Clinic Urgenta SF Ioan Bucuresti",secretariat@sfib.ro,,,4204178,,"2014-09-21 17:42:00"
"Spitalul Jud. Buzau",,,,4055750,,"2014-09-21 17:42:00"
"Spitalul Judetean Tg Jiu",,,,4448067,,"2014-09-21 17:42:00"
"Spitalul Jud. Drobeta Turnu Severin",relatiicupubliculspitjudmh@gmail.com,,,4222239,,"2014-09-21 17:42:00"
"Spital Orasenesc Urgenta Tg.Carbunesti",,,,4510266,,"2014-09-21 17:42:00"
"Spitalul Judetean Suceava",,,,4243983,,"2014-09-21 17:42:00"
"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare",,,,3694594,,"2014-09-21 17:42:00"
"Spitalul Clinic Colentina",secretariat@spitalulcolentina.ro,,,4283929,,"2014-09-21 17:42:00"
"Sp. Cl. de Urg. 'Avram Iancu' Oradea",spital.oradea@mai.gov.ro,,,4784130,,"2014-09-21 17:42:00"
"Institutul Regional de Oncologie Iasi",,,,29067408,,"2014-09-21 17:42:00"
"Depozit Cluj",,,,,,"2014-09-21 17:42:00"
"Service Cluj",,,,,,"2014-09-21 17:42:00"
"Depozit Bucuresti",,,,,,"2014-09-21 17:42:00"
"Service Bucuresti",,,,,,"2014-09-21 17:42:00"
"Spitalul Jud. Vaslui",,,,3551942,,"2014-09-21 17:42:00"
"Depozit Timisoara",,,,,,"2014-09-21 17:42:00"
"Depozit Braila",,,,,,"2014-09-21 17:42:00"
"Depozit Paul",,,,,,"2014-09-21 17:42:00"
"Depozit Iasi",,,,,,"2014-09-21 17:42:00"
"Spit. Judetean Giurgiu",spitgrlic@yahoo.com,,,4352620,,"2014-09-21 17:42:00"
"Spitalul Jud. Slobozia",office@spitalslobozia.ro,,,4231768,,"2014-09-21 17:47:00"
"Sp. Mun. ' Ep.N.Popovici' Beius",spitalul_beius@rdslink.ro,,,4558680,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Zalau",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Tg-Mures",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Arad",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Oradea",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Craiova",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Galati",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Piatra Neamt",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Timisoara",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Alba Iulia",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Pitesti",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Botosani",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Brasov",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Bran",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Buzau",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Calarasi",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Resita",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Sf.Gheorghe",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Miercurea-Ciuc",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Satu Mare",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Sibiu",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Tulcea",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Targoviste",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Tg-Jiu",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Slobozia",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Drobeta Turnu Severin",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Slatina",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Ramnicu-Valcea",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Bacau",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Suceava",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Focsani",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Bistrita-Nasaud",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Baia-Mare",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Constanta",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Ploiesti",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Giurgiu",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Braila",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Iasi",,,,,,"2014-09-21 17:47:00"
"Cabinet Medical Cluj",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Deva",,,,,,"2014-09-21 17:47:00"
"UM 0502 Cabinet Medical Vaslui",,,,,,"2014-09-21 17:47:00"
"Spitalul Jud. Urgenta Alba",,,,4613342,,"2014-09-22 09:32:00"
"Spitalul Jud. de Urgenta Satu Mare",,,,3963722,,"2014-09-22 09:37:00"
"Sp. Orasenesc Abrud",,,,4562940,,"2014-09-22 09:44:00"
"Angiomed SRL",,,,,,"2014-09-24 11:54:00"
"Spit. de Pneumo. Braila",spitaltbcbraila@yahoo.com,,,,,"2014-09-24 14:10:00"
"Inst. de Geriatrie si Gerontologie Ana Aslan",,,,,,"2014-09-26 15:14:00"
"Spital Clinic Sfanta Maria Bucuresti",,,,4382558,,"2014-09-29 14:20:00"
Spit.Mun.Campulung,,,,,,"2014-09-29 17:07:00"
"Spitalul Municipal Cluj",,,,4547117,,"2014-10-01 18:00:00"
"UM 02175",contact@smuct.ro,,,4301383,,"2014-10-06 07:46:00"
"Spitalul Clinic Coltea",,,,4192960,,"2014-10-06 09:13:00"
"Spital Clinic Urg.pt.copii ''Sf.Ioan'' Galati",spurgcopgl@mail.com,,,3346875,,"2014-10-07 15:13:00"
"UM 02489",spitalul.militar.galati@gmail.com,,,3346980,,"2014-10-15 15:41:00"
"Spit. Clinic Boli Infectioase Galati",spitalul3@gmail.com,,,,,"2014-10-15 15:52:00"
"Spit. Clinic de Urgente Oftalmologice",,,,,,"2014-10-16 09:42:00"
"INDNBM ''N.C.Paulescu''",,,,4204151,,"2014-10-16 09:49:00"
"I.O.M.C. Maternitatea Polizu",,,,,,"2014-10-16 09:50:00"
"Spital Clinic de copii ''Dr.V.Gomoiu''",,,,4283759,,"2014-10-16 09:53:00"
"Spit. de Psihiatrie Dr. C-tin Gorgos",,,,,,"2014-10-16 09:56:00"
"Spitalul Clinic de Psihiatrie “Prof. Dr. Al. Obregia”",,,,,,"2014-10-16 10:00:00"
"Spitalul de Boli Cronice 'Sf. Luca'",office@spitalulsfluca.ro,,,,,"2014-10-16 10:02:00"
"Institutului National de Medicina Legala 'Mina Minovici'",,,,,,"2014-10-16 10:03:00"
"Spit. de Ftiziopediatrie",,,,,,"2014-10-16 10:05:00"
"Inst. Nat. de Expertiza Medicala si Recup. a Capacitatii de Munca",,,,,,"2014-10-16 10:09:00"
"Inst. National de Cercetare, Dezvoltare in Domeniul Patologiei si Stiintelor Biomedicale 'Victor Babes'",,,,,,"2014-10-16 10:12:00"
"Centrul pentru Controlul de Stat al Produselor Biologice de uz uman",,,,,,"2014-10-16 10:13:00"
"Gral Medical SRL",,,,15413404,,"2014-10-16 10:20:00"
"Centrul Medical",,,,25870802,,"2014-10-16 10:22:00"
RomGerMed,,,,,,"2014-10-16 10:25:00"
"Spital de Pneumoftiziologie Campulung",,,,5010021,,"2014-10-16 17:33:00"
"Euromaterna SA",materiale@euromaterna.ro,,,RO18798585,,"2014-10-20 07:09:00"
"Ovidius Clinical Hospital SRL",office@ovidius-ch.ro,,,30662085,,"2014-10-20 07:24:00"
"Spital Municipal Medgidia",office@spitalmedgidia.ro,,,4300752,,"2014-10-20 07:40:00"
"Spit. Or. Harsova",spital_harsova@yahoo.com,,,"R 1890420",,"2014-10-20 08:00:00"
"Cardiomedsal SRL",cardiomedsal@yahoo.com,,,RO26673744,,"2014-10-20 08:14:00"
"Medstar 2000 SRL",vasile.radu@medstar2000.com,,,24308041,,"2014-10-20 08:20:00"
"Spitalul Orasenesc Cernavoda",office@spitalul-cernavoda.ro,,,4304754,,"2014-10-20 08:27:00"
"Clinica Dr.Diaconu",,,,,,"2014-10-20 18:53:00"
INMAS,,,,RO267028,,"2014-10-21 09:09:00"
"Spit. Or. Tandarei jud. Ialomita",office@spitaltandarei.ro,,,,,"2014-10-22 07:50:00"
"Spit. Mun. Urziceni",smurziceni@gmail.com,,,4364969,,"2014-10-22 07:59:00"
"Spit. Or. Macin",somacin2002@yahoo.fr,,,,,"2014-10-22 08:05:00"
"Spit. Or. Faurei",spit_or_faurei@yahoo.com,,,,,"2014-10-22 08:16:00"
"Spit. Mun. Tecuci",,,,4322270,,"2014-10-22 08:29:00"
"Spit. Mun. Adjud jud Vrancea",spitadjud@yahoo.com,,,4410690,,"2014-10-22 08:35:00"
"Spit. Mun. Ramnicu Sarat",spitalrms@clicknet.ro,,,4697653,,"2014-10-22 08:41:00"
"Serv. Amb. Jud. Vrancea",ambulanta_focsani@yahoo.com,,,,,"2014-10-27 07:50:00"
"Serv. Amb. Jud. Braila",,,,,,"2014-10-27 08:05:00"
"Serviciul de Ambulanta Buc-Ilfov",,,,26361041,,"2014-10-28 16:41:00"
"Spit.Cl.Chirurgie Oro-Maxilo-Faciala",contact@spitalomf.ro,,,4267265,,"2014-10-29 10:54:00"
"Spitalul Clinic de Nefrologie ‘Dr. Carol Davila’",contact@spcaroldavila.ro,,,,,"2014-10-29 11:25:00"
"Spital clinic CF.nr.2 Bucuresti",office@spcf2.ro,,,4505316,,"2014-10-29 11:54:00"
"UM 02587",inmas@mapn.ro,,,4267028,,"2014-10-29 12:16:00"
"Institutul National de Endocrinologie C. I. Parhon",contact@parhon.ro,,,,,"2014-10-29 12:48:00"
"Inst. Nat. de Recuperare Medicina Fizica si Balneoclimatologie",info@inrmfb.ro,,,,,"2014-10-29 13:15:00"
"Centrul Clinic de Urg. de Boli Cardio. al Armatei Constantin Zamfir",ccubcv@yahoo.com,,,,,"2014-10-29 13:42:00"
"Inst. Nat. de Hematologie Transfuzionala Prof. Dr. C.T.Nicolau",hemtransro@b.astral.ro,,,,,"2014-10-29 13:59:00"
"Centrul Metodologic de Reumatologie Dr. Ion Stoia",administrativ@centru-reumatologie.ro,,,,,"2014-10-29 14:05:00"
"Spital Clinic Nicolae Malaxa",manager@spitalmalaxa.ro,,,4203938,,"2014-10-29 15:47:00"
"Spital Boli Infectioase si Tropicale Dr.V.Babes",office@spitalulbabes.ro,,,4266049,,"2014-10-29 16:08:00"
"Spitalul Prof Dr Ctin Angelescu",,,,4192936,,"2014-10-29 16:37:00"
"Synttergy Consult",,,,,,"2014-10-31 12:25:00"
"Drager Safety Romania SRL",mariana_vasiliu@draeger.ro,,,RO14721007,,"2014-10-31 13:58:00"
"Directia Gen. Politie Locala Sect 3",relatiipublice@politialocala3.ro,,,17168255,,"2014-10-31 14:13:00"
"Inst. de Virusologie Stefan S. Nicolau",office@virology.ro,,,,,"2014-10-31 14:32:00"
"Maternitatea Bucur Bucuresti",,,,,,"2014-10-31 14:38:00"
"Spit. Băneasa Regina Maria",office@reginamaria.ro,,,,,"2014-10-31 15:51:00"
"Centrul Med. de Recuperare Neuro-Psiho-Motorie pentru copii Dr. Nicolae Robanescu",,,,,,"2014-10-31 16:11:00"
"Spit. Clinic Dermato-Venerice Prof. Dr. Scarlat Longhin",,,,,,"2014-10-31 16:40:00"
"Institutul Naţional de Neurologie și Boli Neurovasculare",manager_ibcv@yahoo.com,,,,,"2014-10-31 16:56:00"
"Spital Clinic Prof.Dr.T.Burghele",contact@burghele.ro,,,4283538,,"2014-11-03 09:37:00"
"Ivas complex auto Galati",,,,,,"2017-01-31 08:03:00"
"Spital Municipal ''Prof.Dr.Irinel Popescu'Bailesti",,,,4554408,,"2016-08-07 09:25:00"
Spit.Or.Pucioasa,spitalpucioasa@yahoo.com,,,,,"2014-11-04 18:33:00"
"Spit.Mun.Costache Nicolescu Dragasani",,,,,,"2014-11-13 17:42:00"
"Synttergy Cluj",,,,,,"2014-11-20 17:50:00"
One-Pharm,office@one-pharm.ro,,,,,"2014-11-18 13:45:00"
"Spit. CLINIC NR.1 CAI FERATE WITTING",,,,,,"2014-11-18 14:49:00"
"Spitalul Clinic de Copii Brasov",,,,4317738,,"2014-11-19 15:52:00"
"Laborator analize medicale Varzaru Victoria Braila",office@analizedelaborator.ro,,,,,"2014-11-19 16:42:00"
"Centrul Medical Diaconia Braila",office@diaconia.ro,,,,,"2014-11-19 16:51:00"
"Freemac Med SRL",,,,RO30732458,,"2014-11-19 18:30:00"
"Axia Medical",,,,,,"2014-11-20 00:35:00"
"C.M.D.T.A. Kretzulescu",,,,,,"2014-11-20 09:50:00"
"Spit. Psihiatrie Elisabeta Doamna Galati",elisabeta_doamna@yahoo.com,,,,,"2014-11-21 07:03:00"
"Clinica Ecolmed Galati",,,,32115963,,"2014-11-21 07:24:00"
"SC Lab Clini srl Tulcea",,,,12846772,,"2014-11-21 08:44:00"
"Synttergy Consult Cluj",,,,,,"2014-11-21 12:15:00"
"Univ. Alexandru Ioan Cuza Iasi",contact@uaic.ro,,,,,"2014-11-25 21:43:00"
"Elytis Hospital",info@elytis-hospital.ro,,,,,"2014-11-25 21:52:00"
"Visa Med SRL",office@visamed.ro,,,16796383,,"2014-11-26 07:12:00"
"Birou Synttergy Bucuresti",,,,,,"2014-11-28 08:10:00"
"Medixfarm Tehnoplus SRL",,,,RO33629482,,"2014-12-02 14:56:00"
"Instit. ORL 'Prof.Dr. Dorin Hociota'",secretariat@ifacforl.ro,,,4316210,,"2014-12-04 14:26:00"
"Institutul National pentru Medicina Complementara si Alternativa Buc.",inmca@medicinacomplementarasialternativa.ro,,,,,"2014-12-04 14:29:00"
"Ada Motors Company SRL",office@adamotorscompany.ro,,,RO1445171,,"2014-12-12 08:41:00"
"UMF Craiova",balasoiu.maria@yahoo.com,,,10815397,,"2014-12-12 12:01:00"
"Dir. de Sanatate Publica Botosani",,,,,,"2014-12-12 13:58:00"
"Ecomed Botosani",,,,,,"2014-12-12 14:06:00"
"Centrul Medical Sf. Alexandru Bucuresti",,,,,,"2014-12-12 14:15:00"
"Denimed Consulting srl",,,,RO16281794,,"2014-12-12 15:36:00"
"Dir. de Sanatate Publica Teleorman",,,,,,"2014-12-16 13:52:00"
"Clinica Discovery",rodica.potcoava@yahoo.com,,,,,"2014-12-16 14:12:00"
"Dir. de Sanatate Publica Olt",denyserban@yahoo.com,,,,,"2014-12-16 14:26:00"
"Toubib Lab Craiova",drlucianap@yahoo.com,,,,,"2014-12-17 09:19:00"
"Inst. National de Sanatate Publica Bucuresti",anca.munteanu@insp.gov.ro,,,,,"2014-12-17 09:29:00"
"Dir. de Sanatate Publica Bihor",ecaterinatexe@yahoo.com,,,,,"2014-12-17 09:45:00"
"Laborator Privat Iancului",cristina.delcan@lpiancului.ro,,,,,"2014-12-17 10:02:00"
"Dir. de Sanatate Publica Arad",petruselioan@yahoo.com,,,,,"2014-12-17 10:23:00"
"Yatros Laborator Ploiesti",laurac_tin@yahoo.com,,,,,"2014-12-17 10:28:00"
"Dir. de Sanatate Publica Maramures",dspmmsighet@yahoo.com,,,,,"2014-12-17 10:33:00"
"Dir. de Sanatate Publica Covasna",,,,,,"2014-12-17 10:43:00"
"Dir. de Sanatate Publica Ialomita",dobre_georgeta2008@yahoo.com,,,4231652,,"2014-12-17 10:46:00"
"Nova Vita",septi_26_07@yahoo.com,,,,,"2014-12-17 10:57:00"
"Dir. de Sanatate Publica Vrancea",marina.maiorov@dspvn.ro,,,,,"2014-12-17 11:03:00"
"Cora Medical",,,,,,"2014-12-17 11:13:00"
"Hiperdia Brasov",hiperdia.laborator.brasov@gmail.com,,,,,"2014-12-17 11:19:00"
"Dir. de Sanatate Publica Buzau",veronicalixandru@gmail.com,,,,,"2014-12-17 14:19:00"
"Dir. de Sanatate Publica Dambovita",,,,,,"2014-12-17 14:23:00"
"Spit.Clinic de Pneumoftiziologie Leon",,,,4354540,,"2015-08-28 15:51:00"
"Huf Company SRL",,,,RO10070780,,"2015-01-05 10:00:00"
"Instit.Oncologic Prof.Dr.I.Chiricuta Cluj",,,,4547125,,"2015-01-08 13:47:00"
"Centrul Medico-Chirurgical Interservisan SRL",,,,2880513,,"2015-01-08 14:30:00"
"Rontis Centru hemodializa Braila",inforo@rontis.com,,,,,"2015-01-09 08:00:00"
"Stelidental Srl Braila",,,,28895780,,"2015-01-09 08:16:00"
"Spital de Psihiatrie Braila",spbr1@spitalpsihiatriebraila.ro,,,14984313,,"2015-01-13 07:00:00"
"UM 02417",smufachizitii@yahoo.com,,,4297584,,"2015-01-13 07:19:00"
"Medical Trade srl Tulcea",,,,RO2649250,,"2015-01-14 07:10:00"
"Sunmed Tulcea",mihai@sunmedical.ro,,,22871234,,"2015-01-14 07:27:00"
I.B.C.V.,,,,,,"2015-01-16 13:31:00"
"Primăria Municipiului Bucureşti",,,,,,"2015-01-19 10:37:00"
"Spit. General Cai Ferate Galati",secretariat@spitalgeneralcfgalati.ro,,,3127328,,"2015-01-20 07:29:00"
"Spit. Pneumo. Galati",spitalultbc@clicknet.ro,,,4068718,,"2015-01-20 07:48:00"
"Spit.Obstet.Ginec.Buna Vestire Galati",spitalog.galati@gmail.com,,,3264481,,"2015-01-20 08:08:00"
"New Vital Clinic srl Braila",,,,30496144,,"2015-01-23 10:00:00"
"Clinica Avicena Profertis",profertis@yahoo.com,,,,,"2015-01-25 20:30:00"
"Clinica Recumed",,,,,,"2015-01-25 22:34:00"
"Spitalul Municipal Onesti",,,,4278825,,"2015-01-25 23:07:00"
"Spitalul Clinic de Boli Infecțioase și Pneumoftiziologie „Dr. Victor Babeș“ Craiova",,,,,,"2015-01-26 23:43:00"
"Spitalul de Pneumofiziologie Leamna",,,,,,"2015-01-26 23:48:00"
"Synttergy Consult Iasi",,,,,,"2015-02-04 14:47:00"
"Spitalul de Pneumoftiziologie Bacau",,,,4278213,,"2015-02-09 11:43:00"
"Biomed SRL",analize-medicale@biomed.com.ro,,,Ro19231375,,"2015-02-12 07:22:00"
"Medimar Imagistic Services SRL",office@medimar.ro,,,22154205,,"2015-02-16 07:18:00"
"Isis Medical Center SRL",,,,23092747,,"2015-02-16 07:48:00"
"Clinica Expert Medical Focsani",,,,,,"2015-02-18 08:33:00"
I.N.S.P.,,,,,,"2015-02-23 15:35:00"
"Medical Care SRL",,,,20684949,,"2015-02-25 19:12:00"
"Spital Orasenesc 'Sf.Dimitrie' Tg.Neamt",,,,,,"2015-02-26 12:42:00"
"Spit.Mun.Curtea de Arges",,,,,,"2015-02-27 14:03:00"
Siramed,,,,,,"2015-03-09 18:52:00"
"Clinica Materna Focsani",,,,,,"2015-03-10 08:20:00"
"Centrul de Cercetare Ştiinţifică pentru Apărare CBRN",,,,,,"2015-03-11 15:17:00"
"Metropolitan Hospital",,,,,,"2015-03-12 14:39:00"
"Visa Med srl Constanta",,,,18087590,,"2015-03-13 07:24:00"
"Spit. Mun. Pascani",spitalulmunicipalpascani@yahoo.com,,,,,"2015-03-16 07:38:00"
"CMDTA(Policlinica Ministerului de Interne)",,,,,,"2015-03-16 16:11:00"
"Spit. Clinic de Urg. 'Prof Dr N Oblu' Iasi",,,,,,"2015-03-17 08:27:00"
"Centrul Medical Gentiana",,,,,,"2015-03-17 21:05:00"
"T.B.R.C.M. S.A",info@tbrcm.ro,,,,,"2015-03-23 08:09:00"
PONDERAS,,,,,,"2015-03-24 15:17:00"
"Centrul Medical Hiperdia",galati@hiperdia.ro,,,,,"2015-03-26 08:35:00"
"Centrul Medical Sanavita",clinica_sanavita@yahoo.com,,,,,"2015-03-26 08:43:00"
"Spit. Or. 'Ioan Lascar' Comanesti",,,,,,"2015-03-27 18:17:00"
"SPIT. CLINIC MILITAR DE URG. 'DR. I. CZIHAC' Iasi",,,,,,"2015-04-02 07:23:00"
"Spitalul de Pneumoftiziologie Drajna",,,,,,"2015-04-06 16:25:00"
"Spital Municipal Campulung Moldovenesc",secretariat@smcm.suceava.astral.ro,,,4674625,,"2015-04-21 22:58:00"
"Spital Orasenesc Gura Humorului",secretariatgh@gmail.com,,,5347770,,"2015-04-21 23:06:00"
"Clinica Regina Maria Constanta",,,,,,"2015-04-27 08:42:00"
"Spit. Clinic de Boli Infectioase ""Sfanta Parascheva"" Iasi",,,,,,"2015-04-27 13:51:00"
"Spit. Clinic de Pneumologie Iasi",,,,,,"2015-04-30 15:51:00"
"Directia de Sanatate Publica Vrancea",dspvn@gmx.net,,,11325091,,"2015-05-04 08:00:00"
TEst,,,,,,"2015-05-06 17:43:00"
"Congres 10 ani SMURD IASI",,,,,,"2015-05-12 07:15:00"
"Directia de Sanatate Publica Braila",dspj.braila@dspbr.ro,,,,,"2015-05-12 07:37:00"
"Directia de Sanatate Publica Laborator Galati",dspgl@dsp-galati.ro,,,,,"2015-05-12 07:54:00"
"Ada Motors Company Braila",,,,,,"2015-05-12 08:02:00"
"Serviciul Judetean de Ambulanta Buzau",sajbuzau@yahoo.com,,,7482969,,"2015-05-18 07:58:00"
"D.S.P.J. Galati Departament de supraveghere Galati",,,,,,"2015-05-25 08:01:00"
"Spital de Psihiatrie Sapunari",,,,3466375,,"2015-05-25 11:20:00"
"Spit. Mun. Falticeni",,,,,,"2015-05-28 00:30:00"
"Urgent Curier Braila",,,,,,"2015-05-29 09:44:00"
"Sanatoriul Efosan Eforie Nord",secretariat@efosan.ro,,,,,"2015-06-15 08:26:00"
"Federatia Sanitas",,,,,,"2015-06-19 16:23:00"
"Spital Municipal Oltenita",,,,4294138,,"2015-06-24 15:41:00"
"Clinica Pediatrica Venetia Braila",contact@complexmedical-venetia.ro,,,RO045691,,"2015-07-05 16:42:00"
"Cordismed SRL",,,,23613543,,"2015-07-06 12:20:00"
"Spitalul de Pediatrie Ploiesti",,,,15513888,,"2015-07-17 11:19:00"
"Spital Bethesda",,,,,,"2015-08-31 23:04:00"
Calilab,office@calilab.ro,,,,,"2015-09-01 12:38:00"
"UPU Sulina jud Tulcea",spitalsulina@yahoo.com,,,,,"2015-09-01 17:35:00"
"Spital Pneumoftiziologie T.Vladimirescu",,,,4351870,,"2015-09-03 12:28:00"
"Clinica Palade",,,,,,"2015-09-11 12:23:00"
"Medical Test",,,,,,"2015-09-11 12:27:00"
"Spital Polimed Podu Turcului",,,,,,"2015-09-11 14:28:00"
"Medical Tex",office@medicaltex.ro,,,,,"2015-09-11 14:57:00"
A.M.F.-B.,,,,,,"2015-09-21 15:55:00"
"C.M.I. Tudose Bogdan Constanta",,,,,,"2015-09-24 08:56:00"
"Centrul Medical Z3 SRL",,,,24188557,,"2015-09-24 09:08:00"
"Daewoo-Mangalia Heavy Industries",dmhi@dmhi.ct.ro,,,9115330,,"2015-09-24 09:19:00"
"INML ‘’Mina Minovici’’",,,,,,"2015-09-26 08:46:00"
"Sapaco 2000 SA",,,,RO12358950,,"2015-09-27 16:43:00"
"Centrul Medical Medicii",,,,,,"2015-10-05 13:12:00"
"Sp. Sfantu Sava Buzau",sfantulsava.buzau@gmail.com,,,23867894,,"2015-10-06 17:22:00"
"Universitatea de Stiinte Agricole si Medicina Veterinara Iasi",,,,,,"2015-10-11 20:13:00"
"Gastromond SRL",gastromond@gmail.com,,,29410661,,"2015-10-12 07:06:00"
"Oto med srl Braila",otomed_braila@yahoo.com,,,,,"2015-10-12 07:28:00"
"Conferinta de medicina de Urgenta Oradea 2015",,,,,,"2015-10-12 09:21:00"
"Cursul National de Ghiduri si Protocoale in Anestezie, Terapie Intensiva si Medicina de Urtenta Timisoara",,,,,,"2015-10-12 14:07:00"
"Santera SRL",,,,14500170,,"2015-10-12 14:40:00"
"Cabinet Medici de Familie",,,,,,"2015-10-13 11:16:00"
"Synttergy Consult Timisoara",,,,,,"2015-11-02 06:57:00"
"Genesys Medycal Clinic SRL",,,,RO25349589,,"2015-11-02 08:12:00"
"Clinica Homeomed",homeomed.constanta@yahoo.com,,,,,"2015-11-02 08:38:00"
