Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"inlocuire ecran si X-Axis Pathfast UPU Pantelimon",,,,,,2016-05-09,,,
"revizie URIT 3000 UPU Tulcea ",,,,,,2016-05-09,,,
"revizie Pathfast UPU Tulcea",,,,,,2016-05-09,,,
"revizie Spotchem UPU Tulcea",,,,,,2016-05-09,,,
"eroare calibrare Pathfast UPU Pantelimon",,,,,,2016-05-09,,,
"eroare soft PC Versatrek",,,,,,2016-05-09,,,
"Eroare calibrare Pathfast",,,,,,2016-05-13,,,
"display alb Pathfast & others",,,,,,2016-05-16,,,
"verificare Gastat 603 ATI Agrippa",,,,,,2016-05-17,,,
"eroare PMT Pathfast UPU Agrippa",,,,,,2016-05-17,,,
"eroare temperatura TH Gastat 1830 ATI Targoviste",,,,,,2016-05-17,,,
"revizie Pathfast UPU Bagdasar",,,,,,2016-05-17,,,
"revizie Pathfast ATI Bagdasar",,,,,,2016-05-17,,,
"revizie Pathfast UPU CC Iliescu",,,,,,2016-05-17,,,
"revizie Pathfast Cardio CC Iliescu",,,,,,2016-05-17,,,
"revizie Pathfast ATI CC Iliescu",,,,,,2016-05-17,,,
"eroare de comunicare intre sertare si main board (versatrek)",,,,,,2016-05-17,,,
"Eroare calibrare P-SEP analizor Pathfast ",,,,,,2016-05-18,,,
"Eroare calibrare NTproBNP analizor Pathfast",,,,,,2016-05-19,,,
"serice GASTAT - eroare port",,,,,,2016-05-20,,,
"eroare Pathfast - blocat",,,,,,2016-05-20,,,
"verificari VALLEYLAB - BLOC OPERATOR",,,,,,2016-05-20,,,
"predare PTH dupa verificari la sediu",,,,,,2016-05-20,,,
"eroare Pathfast - blocat",,,,,,2016-05-20,,,
"Curatare si verificare Pathfast",,,,,,2016-05-30,,,
"display Pathfast stricat",,,,,,2016-05-30,,,
"Mentenanta Pathfast",,,,,,2016-06-01,,,
"Eroare M0101",,,,,,2016-06-01,,,
"scaun port proba Gastat defect",,,,,,2016-06-02,,,
"scaun port proba Gastat ",,,,,,2016-06-02,,,
"Instalare Pathfast",,,,,,2016-06-03,,,
"schimbare accesorii Biowind B500",,,,,,2016-06-03,,,
"valori ridicate PLT (Urit 3diff)",,,,,,2016-06-03,,,
"Predare analizor",,,,,,2016-06-07,,,
"Ecran defect Pathfast UPU ",,,,,,2016-06-08,,,
"Calibrare Urit 5200",,,,,,2016-06-08,,,
"Revizie Pathfast",,,,,,2016-06-08,,,
"Eroare pmt pos.",,,,,,2016-06-08,,,
"Eroare URTI 5200",,,,,,2016-06-08,,,
"Mentenanta Pathfast",,,,,,2016-06-08,,,
"gastat navy - pini indoiti",,,,,,2016-06-10,,,
"port infundat - probabil",,,,,,2016-06-13,,,
"URIT - 8030 defect",,,,,,2016-06-14,,,
"LICHID SUB ECRAN PTH",,,,,,2016-06-14,,,
"Calibrare analizor Pathfast",,,,,,2016-06-21,,,
"Verificare analizor Pathfast -ATI Galati",,,,,,2016-06-28,,,
"Eroare de calibrare Na, inlocuire consumabile - Gastat 1835",,,,,,2016-06-28,,,
"URIT - 8030 Inlocuire lampa halogen",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Gastat 1830 Eroare TH0",,,,,,2016-06-28,,,
"Pathfast blocat",,,,,,2016-06-28,,,
"Verificare Gastat 600 ",,,,,,2016-06-28,,,
"Verificare analizor Gastat 1830",,,,,,2016-06-28,,,
"Gastat 603 - ATI ",,,,,,2016-06-28,,,
"Pathfast Universitar ATI / sesizare: Nu lucreaza D-dimer.",,,,,,2016-06-28,,,
"Gastat 1830 ",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Ecran defect Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"port infundat ",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"intretinere Gastat 603",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Predare analizor Pathfast",,,,,,2016-06-28,,,
"Revizie analizor Pathfast",,,,,,2016-06-28,,,
"Verificare si calibrare analizor Pathfast",,,,,,2016-06-30,,,
"Revizie analizor Pathfast",,,,,,2016-06-30,,,
"Revizie analizor Pathfast",,,,,,2016-06-30,,,
"Revizie analizor Pathfast",,,,,,2016-06-30,,,
"Revizie analizor Pathfast",,,,,,2016-06-30,,,
"Eroare de calibrare analizor Pathfast",,,,,,2016-07-04,,,
"Instalare Pathfast",,,,,,2016-07-05,,,
"eroare sample detector",,,,,,2016-07-05,,,
"Pathfast blocat",,,,,,2016-07-05,,,
"VERIFICARE analizor Pathfast",,,,,,2016-07-05,,,
"verificare analizor Hemochron",,,,,,2016-07-05,,,
"calibrare esuata analizor Pathfast",,,,,,2016-07-05,,,
"eroare Pathfast - valori anormale CtnI",,,,,,2016-07-05,,,
"Eroare Hemochron Response",,,,,,2016-07-11,,,
"caseta instalata gresit - GASTAT 1835",,,,,,2016-07-11,,,
"Eroare de calibrare Gastat 603",,,,,,2016-07-12,,,
"Curatare si verificare analizor Pathfast",,,,,,2016-07-12,,,
"Predare echipament Gastat 603",,,,,,2016-07-13,,,
"Ecran defect Pathfast",,,,,,2016-07-13,,,
"upgrade soft P-SEP UPU SJU Ilfov",,,,,,2016-07-14,,,
"Predare Gastat 603",,,,,,2016-07-28,,,
"Verificare Gastat 603 ",,,,,,2016-07-28,,,
"Verificare Gastat 1830",,,,,,2016-07-28,,,
"Analizor biochimie URIT 8030",,,,,,2016-07-28,,,
"Verificare analizor URIT; Spotchem, Pathfast",,,,,,2016-07-28,,,
"Revizie analizor Pathfast",,,,,,2016-07-28,,,
"Revizie analizor Parthfast",,,,,,2016-07-28,,,
"Revizie analizor Pathfast",,,,,,2016-07-28,,,
"Revizie analizor Pathfast",,,,,,2016-07-28,,,
"Revizie analizor Pathfast",,,,,,2016-07-28,,,
"Revizie analizor Pathfast",,,,,,2016-07-28,,,
"valori ridicate PLT (Urit 3diff)",,,,,,2016-08-02,,,
"blocan start blocat",,,,,,2016-08-02,,,
"mentenanta periodica Sterinis SR2",,,,,,2016-08-02,,,
"Calibrare si verificare analizor Pathfast",,,,,,2016-08-04,,,
"Gastat 1835 defect",,,,,,2016-08-04,,,
"Nebulizator Minibio defect",,,,,,2016-08-04,,,
"intretinere Gastat 1835",,,,,,2016-08-08,,,
"Instalare Pathfast",,,,,,2016-08-08,,,
"service Nellcor - monitoare",,,,,,2016-08-08,,,
"Instalare Pathfast",,,,,,2016-08-08,,,
"intretinere Gastat 603",,,,,,2016-08-08,,,
"Predare analizor Gastat 1835 Upu Galati",,,,,,2016-08-10,,,
"Curatare si verificare analizor Pathfast",,,,,,2016-08-10,,,
"Analizor biochimie URIT 8031 ",,,,,,2016-08-10,,,
"Predare nebulizator Minibio",,,,,,2016-08-10,,,
"eroare Hb Gastat 1830 ATI",,,,,,2016-08-10,,,
"verificare functionare Pathfast UPU",,,,,,2016-08-10,,,
"inlocuire senzor presiune URIT UPU Braila ",,,,,,2016-08-10,,,
"revizie Pathfast UPU Targoviste",,,,,,2016-08-10,,,
"revizie Pathfast Cardio Targoviste ",,,,,,2016-08-10,,,
"verificare functionare Gastat 1830 ATI Targoviste",,,,,,2016-08-10,,,
"predare echipament Gastat 630 ATI Agrippa ",,,,,,2016-08-10,,,
"service Sterinis",,,,,,2016-08-10,,,
"verificare functionare aparate ATI Balotesti ",,,,,,2016-08-10,,,
"eroare M axis",,,,,,2016-08-12,,,
"Mentenanta Sterinis Sr2",,,,,,2016-08-16,,,
"Sterinis Sr1",,,,,,2016-08-16,,,
"Aparat de dezinfectie Biowind 500 defect",,,,,,2016-08-17,,,
"Calibrare analizor Pathfast",,,,,,2016-08-17,,,
"Mentenanta Pathfast",,,,,,2016-08-19,,,
"Eroare calibrare cTni Pathfast",,,,,,2016-08-19,,,
"Mentenanta lunara Pathfast ",,,,,,2016-08-22,,,
"Mentenanta lunara Valleylab - B.O.",,,,,,2016-08-22,,,
"Schimbare ecran touchscreen Pathfast",,,,,,2016-08-31,,,
"Mentenanta periodica Pathfast",,,,,,2016-08-31,,,
"Inlocuire Urit 3000 Plus defect",,,,,,2016-08-31,,,
"Urit 3000 Plus defect",,,,,,2016-08-31,,,
"eroare de temperatura modul T",,,,,,2016-08-31,,,
"Remediere defectiune Pathfast",,,,,,2016-09-01,,,
"Mobiwatch Minibio defect",,,,,,2016-09-01,,,
"Mobiwatch Maxibio defect",,,,,,2016-09-01,,,
"intretinere Gastat 1835",,,,,,2016-09-02,,,
"intretinere Gastat 603",,,,,,2016-09-02,,,
"service Hemochron ",,,,,,2016-09-02,,,
"Eroare calibrare FS4",,,,,,2016-09-02,,,
"Eroare acumulator Hemochrome",,,,,,2016-09-02,,,
"Eroare cod QR Gastat Navi",,,,,,2016-09-02,,,
"PMT pos 4 error Pathfast",,,,,,2016-09-02,,,
"PMT pos 4 error Pathfast",,,,,,2016-09-02,,,
"Calibrare analizor Pathfast",,,,,,2016-09-05,,,
"Revizie; T03 -Tube Pressure Spotechm EZ",,,,,,2016-09-06,,,
"Revizie periodica analizor Pathfast",,,,,,2016-09-08,,,
"Revizie periodica Pathfast",,,,,,2016-09-08,,,
"Revizie periodica Pathfast",,,,,,2016-09-08,,,
"Eroare PC VersaTrek",,,,,,2016-09-12,,,
"Eroare cartus Sterinis",,,,,,2016-09-12,,,
"Eroare calibrare cTni Pathfast",,,,,,2016-09-12,,,
"Ecran blocat Pathfast",,,,,,2016-09-12,,,
"Eroare calibrare cTni Pathfast",,,,,,2016-09-12,,,
"instalare ap. dezinfectie MaxiBio",,,,,,2016-09-12,,,
"Eroare calibrare cTni Pathfast",,,,,,2016-09-12,,,
"rezultate eronate hematologie Urit",,,,,,2016-09-12,,,
"revizie periodica",,,,,,2016-09-12,,,
"Ridicare PC Versatrek ",,,,,,2016-09-12,,,
"ac defect - URIT 8021A",,,,,,2016-09-13,,,
"REINSTRUCTAJ OPERARE PATHFAST",,,,,,2016-09-13,,,
"VERIFICARE analizor Pathfast",,,,,,2016-09-13,,,
"Nebulizator SR 2 defect",,,,,,2016-09-13,,,
"Predare Nebulizator SR 2",,,,,,2016-09-13,,,
"Gastat 1830 ",,,,,,2016-09-13,,,
"Instalare analizor Pathfast",,,,,,2016-09-13,,,
"Revizie analizor Pathfast",,,,,,2016-09-13,,,
"Revizie analizor Pathfast",,,,,,2016-09-13,,,
"Revizie analizor Pathfast",,,,,,2016-09-13,,,
"Revizie analizor Pathfast",,,,,,2016-09-13,,,
"Revizie analizor Pathfast",,,,,,2016-09-13,,,
"Revizie Electrocauter Valleylab",,,,,,2016-09-13,,,
"Revizie Ligasure 8 ",,,,,,2016-09-13,,,
"intretinere Pathfast",,,,,,2016-09-13,,,
"REINSTRUCTAJ OPERARE PATHFAST",,,,,,2016-09-13,,,
"instruire/ testare aparat dezinfectie MaxiBio ",,,,,,2016-09-14,,,
"calibrare esuata analizor Pathfast",,,,,,2016-09-15,,,
"VERIFICARE analizor Pathfast",,,,,,2016-09-15,,,
"Calibrare analizor Pathfast",,,,,,2016-09-19,,,
"Mentenanta Gastat 1830",,,,,,2016-09-19,,,
"Mentenanta Nebulizator SR4 PV 5002",,,,,,2016-09-21,,,
"Mentenanta Nebulizator SR4 PV 5003",,,,,,2016-09-21,,,
"Mentenanta Nebulizator SR4 PV 5004",,,,,,2016-09-21,,,
"Mentenanta Nebulizator SR4 PV 5005",,,,,,2016-09-21,,,
"Mentenanta Nebulizator SR4 PV 5006",,,,,,2016-09-21,,,
"Mentenanta Nebulizator SR4 PV 5007",,,,,,2016-09-21,,,
"Mentenanta Nebulizator SR2 PV 5008",,,,,,2016-09-21,,,
"Mentenanta Nebulizator SR2 PV 5009",,,,,,2016-09-21,,,
"service Valleylab",,,,,,2016-09-21,,,
"service Pathfast - SARMAS",,,,,,2016-09-21,,,
"Valleylab Force 2 defect PV 5086",,,,,,2016-09-22,,,
"Predare electrocauter Valleylab Force 2  PV 5090, 5091",,,,,,2016-09-22,,,
"Pathfast defect  PV 5092",,,,,,2016-09-22,,,
"Revizie analizor Pathfast PV 5047",,,,,,2016-09-22,,,
"Revizie Electrocauter Valleylab B.O. PV 5046",,,,,,2016-09-22,,,
"imprimanta defecta Pathfast",,,,,,2016-09-23,,,
"eroare calibrare",,,,,,2016-09-23,,,
"Revizie analizor Pathfast  PV 5212",,,,,,2016-09-27,,,
"Verificare periodica analizor Pathfast PV 4817",,,,,,2016-09-27,,,
"Revizie analizor Pathfast PV 4836",,,,,,2016-09-27,,,
" Pathfast: Eroare calibrare; Eroare M0106  PV 5179",,,,,,2016-09-27,,,
"Spotchem 4430 - Cab Med Alexandria PV 5213",,,,,,2016-09-27,,,
"Revizie Pathfast PV 4835",,,,,,2016-09-27,,,
"Revizie Pathfat PV 4834",,,,,,2016-09-27,,,
"Revizie analizor Pathast PV 5176",,,,,,2016-09-27,,,
"Revizie Pathfast PV 5177",,,,,,2016-09-27,,,
"Revizie Pathast PV 5111",,,,,,2016-09-27,,,
"Revizie Pathfast PV 5112",,,,,,2016-09-27,,,
"Revizie Pathfast PV 5113",,,,,,2016-09-27,,,
"service Hemochron  ELITE",,,,,,2016-09-27,,,
"service Hemochron  RESPONSE",,,,,,2016-09-27,,,
"verificare periodica Poket Chem",,,,,,2016-09-29,,,
"verificare periodica Pathfast",,,,,,2016-09-29,,,
"verificare periodica Pathfast",,,,,,2016-09-29,,,
"eroare imprimanta Pathfast",,,,,,2016-09-30,,,
"intretinere Gastat 1835",,,,,,2016-10-03,,,
"service Spotchem - cab medical",,,,,,2016-10-03,,,
"service CARE VENT",,,,,,2016-10-03,,,
"service VERSA TREK",,,,,,2016-10-03,,,
"VERIFICARE analizor Pathfast",,,,,,2016-10-03,,,
"service Pathfast Sarmasu",,,,,,2016-10-03,,,
"Verificare analizor Pathfast  PV 5204",,,,,,2016-10-03,,,
"Analizor biochimie URIT 3000+ PV 5203",,,,,,2016-10-03,,,
"predare Spotchem ",,,,,,2016-10-04,,,
"predare Hemochron ",,,,,,2016-10-06,,,
"testare nebulizator Maxibio",,,,,,2016-10-06,,,
"Revizie analizor Spotchem UM0638 PV 5410 ",,,,,,2016-10-07,,,
"Revizie analizor Spotchem UM0626 PV5419 Sf. Gheorghe",,,,,,2016-10-07,,,
"Revizie analizor Spotchem UM41 PV 5458",,,,,,2016-10-07,,,
"intarziere livrare",,,,,,2016-10-07,,,
"VERIFICARE analizor Pathfast",,,,,,2016-10-10,,,
"REVIZIE ANALIZOR SPOTCHEM",,,,,,2016-10-10,,,
"VERIFICARE analizor Pathfast",,,,,,2016-10-10,,,
"revizie analizor Pathfast cardiologie",,,,,,2016-10-10,,,
"revizie analizor Pathfast UPU",,,,,,2016-10-10,,,
"intretinere Gastat 1835",,,,,,2016-10-10,,,
"verificare periodica Pathfast",,,,,,2016-10-19,,,
"REVIZIE ANALIZOR SPOTCHEM",,,,,,2016-10-21,,,
"REVIZIE ANALIZOR SPOTCHEM",,,,,,2016-10-21,,,
"service Pathfast ",,,,,,2016-10-21,,,
"REVIZIE ANALIZOR SPOTCHEM",,,,,,2016-10-21,,,
"REVIZIE ANALIZOR SPOTCHEM",,,,,,2016-10-21,,,
"REVIZIE ANALIZOR SPOTCHEM",,,,,,2016-10-21,,,
"instalare Pathfast in demo ",,,,,,2016-10-21,,,
"revizie periodica Spotchem",,,,,,2016-10-21,,,
"revizie periodica Spotchem",,,,,,2016-10-21,,,
"Revizie Spotchem EZ, Brasov PV 5730",,,,,,2016-10-24,,,
"Calibrare analizor Pathfast Cardio Targoviste PV 5725",,,,,,2016-10-24,,,
"Gastat 603ie, verificare si inlocuire electrozi de Glc si Lac. PV 5644",,,,,,2016-10-24,,,
"Curatare si verificare analizor Pathfast PV 5785",,,,,,2016-10-24,,,
"Urit 8030 PV 5339",,,,,,2016-10-24,,,
"Gastat Navi PV 5339",,,,,,2016-10-24,,,
"Analizor biochimie Alera defect. PV 5714",,,,,,2016-10-24,,,
"Revizie analizor Pathfast PV 5481",,,,,,2016-10-24,,,
"Revizie analizor Pathfast /ATI PV 5480 ",,,,,,2016-10-24,,,
"Verificare Pathfast - UPU PV.5568",,,,,,2016-10-24,,,
"Nebulizator Maxibio defect PV 5579",,,,,,2016-10-24,,,
"URIT 8030 PV. 5615",,,,,,2016-10-24,,,
"Valleylab Ligasure defect. PV5774",,,,,,2016-10-24,,,
"Predare nebulizator Maxibio PV5774",,,,,,2016-10-24,,,
"Urit - 3000 UPU",,,,,,2016-10-24,,,
"Urit - 3000 UPU PV 5609",,,,,,2016-10-24,,,
"Urit 3000 PV 5627",,,,,,2016-10-24,,,
"Revizie analizor Pathfast PV.5212",,,,,,2016-10-24,,,
"Instalare Hemochron Elite PV. 5741",,,,,,2016-10-24,,,
"Hemochron Response defect PV. 5803",,,,,,2016-10-24,,,
"pmt fitting error",,,,,,2016-10-26,,,
"revizie periodica Spotchem",,,,,,2016-10-26,,,
"revizie periodica Spotchem",,,,,,2016-10-26,,,
"predat Spotchem ",,,,,,2016-10-31,,,
"verificare periodica Pathfast",,,,,,2016-10-31,,,
"rezultate eronate hematologie Urit",,,,,,2016-10-31,,,
"Eraore de calibrare Pathfast  PV. 5941",,,,,,2016-11-02,,,
"predare Spotchem ",,,,,,2016-11-04,,,
"bec lampa fotometrica ars",,,,,,2016-11-04,,,
"predare analizor Spotchem",,,,,,2016-11-04,,,
"predare analizor Spotchem",,,,,,2016-11-04,,,
"intretinere Gastat 1835",,,,,,2016-11-04,,,
"intretinere Pathfast",,,,,,2016-11-14,,,
"Eroare PMT Pos",,,,,,2016-11-15,,,
"Eroare PMT Pos 3",,,,,,2016-11-15,,,
"Eroare calibrare",,,,,,2016-11-15,,,
"Reconfigurare PC VersaTrek",,,,,,2016-11-15,,,
"Eroare calibrare PH",,,,,,2016-11-15,,,
"Mentenata periodica Pathfast si verificare QC PV.6389",,,,,,2016-11-16,,,
"Revizie analizor Pathfast UPU PV.5308",,,,,,2016-11-16,,,
"Revizie analizor Pathfast Cardio PV.5309",,,,,,2016-11-16,,,
"Verificare Gastat 1830  PV.5307",,,,,,2016-11-16,,,
"Revizie Pathfast PV.5891",,,,,,2016-11-16,,,
"Revizie Electrocautere Valleylab B.O.",,,,,,2016-11-16,,,
"Revizie analizor Pathfast PV. 5234",,,,,,2016-11-16,,,
"Revizie analizor Pathfast PV.5232",,,,,,2016-11-16,,,
"Revizie analizor Pathfast PV.5233",,,,,,2016-11-16,,,
"Predare analizor Pathfast PV. 5904",,,,,,2016-11-16,,,
"Predare echipament Valleylab PV.5090",,,,,,2016-11-16,,,
"Revizie analizor Pathfast PV.5229",,,,,,2016-11-16,,,
"Revizie analizor Pathfast PV.5230",,,,,,2016-11-16,,,
"Urit 3000 defect ",,,,,,2016-11-16,,,
"Predare Spothem SP 4430",,,,,,2016-11-16,,,
"Eroare de calibrare Pathfast  PV.5970",,,,,,2016-11-16,,,
"Instalare analizor Pathfast PV.6192",,,,,,2016-11-16,,,
"Instalare Gastat Navi PV.6187",,,,,,2016-11-16,,,
"Instalare Hemochron Elite PV.6190",,,,,,2016-11-16,,,
"Instalare VersaTrek ",,,,,,2016-11-16,,,
"Revizie analizor Pathfast PV. 6006",,,,,,2016-11-16,,,
"Revizie electrocautere Valleylab B.O. PV.5971",,,,,,2016-11-16,,,
"Eroare calibrare Pathfast ",,,,,,2016-11-16,,,
"Eraoare calibrata analizor Pathfast PV.5941",,,,,,2016-11-18,,,
"PMT Pos eror 5",,,,,,2016-11-21,,,
"Eroare calibrare",,,,,,2016-11-21,,,
"Eroare RBC Clog",,,,,,2016-11-21,,,
"Ridicare Spotchem pentru mentenanta",,,,,,2016-11-21,,,
"Ridicare Spotchem pentru mentenanta",,,,,,2016-11-21,,,
"Ridicare Spotchem pentru mentenant",,,,,,2016-11-21,,,
"Ridicare Spotchem pentru mentenanta",,,,,,2016-11-21,,,
"Mentenanta Sterinis SR4",,,,,,2016-11-21,,,
"Ridicare echipamente laborator Timisoara",,,,,,2016-11-21,,,
"service Hemochron  ELITE",,,,,,2016-11-28,,,
"service Pathfast ",,,,,,2016-11-28,,,
"REINSTRUCTAJ OPERARE PATHFAST",,,,,,2016-11-28,,,
"Service Gastat Navy",,,,,,2016-11-28,,,
"Predare echipament Spotchem dupa revizie",,,,,,2016-11-28,,,
"Predare echipament Spotchem dupa revizie",,,,,,2016-11-28,,,
"Predare echipament Spotchem dupa revizie",,,,,,2016-11-28,,,
"Predare echipament Spotchem dupa revizie",,,,,,2016-11-28,,,
"Injector infundat Aseps",,,,,,2016-11-28,,,
"Eroare REM",,,,,,2016-11-28,,,
"printer intern defect Urit 3 dif",,,,,,2016-12-06,,,
"service Hemochron Response",,,,,,2016-12-06,,,
"Repunere in functioune analizor Pathfast ",,,,,,2016-12-07,,,
"Calibrare analizor Pathfast",,,,,,2016-12-07,,,
"service PocketChem",,,,,,2016-12-08,,,
"verificare periodica Pathfast",,,,,,2016-12-08,,,
"verificare periodica Pathfast",,,,,,2016-12-08,,,
"predare analizor Sterinis ",,,,,,2016-12-08,,,
"intretinere Gastat 603",,,,,,2016-12-08,,,
"instalare URIT 5250",,,,,,2016-12-08,,,
"verificare periodica electrocautere",,,,,,2016-12-20,,,
"calibrare CK-MB",,,,,,2016-12-20,,,
"Instalare Pathfast",,,,,,2016-12-20,,,
"calibrare analizor Pathfast",,,,,,2017-01-11,,,
"ridicare analizor VerifyNow",,,,,,2017-01-16,,,
"verificare periodica Poket Chem",,,,,,2017-01-19,,,
"verificare periodica Pathfast",,,,,,2017-01-19,,,
"verificare periodica Pathfast",,,,,,2017-01-19,,,
"mentenanta Pathfast ATI",,,,,,2017-01-20,,,
"service Nellcor - pulsoximetru",,,,,,2017-01-20,,,
"service URIT 5250",,,,,,2017-01-20,,,
"service Valleylab",,,,,,2017-01-20,,,
"service ALFA WASSERMANN",,,,,,2017-01-20,,,
"service Valleylab",,,,,,2017-01-20,,,
"REINSTRUCTAJ OPERARE PATHFAST",,,,,,2017-01-20,,,
"Instalare Pathfast",,,,,,2017-01-20,,,
"mentenanta Pathfast UPU",,,,,,2017-01-20,,,
"mentenanta Pathfast CARDIO",,,,,,2017-01-20,,,
"MENTENANTA ANUALA Pathfast",,,,,,2017-01-20,,,
"Verificare analizor Pathfast - Cardiologie Balotesti",,,,,,2017-01-23,,,
"Mentenanta perdiodica Pathfast",,,,,,2017-01-23,,,
"Mentenanta periodica Pathfast",,,,,,2017-01-23,,,
"Mentenanta periodica Pathfast",,,,,,2017-01-23,,,
"Urit - 8030 defect",,,,,,2017-01-23,,,
"erori calibrare Pathfast-UPU",,,,,,2017-01-23,,,
"erori Hb Gastat ATI",,,,,,2017-01-23,,,
"Predare echipament reparat Pathfast UPU",,,,,,2017-01-23,,,
"Verificare periodica Pathfast",,,,,,2017-01-23,,,
"predare echipament reparat Pathfast UPU",,,,,,2017-01-23,,,
"inlocuire pump tube Gastat ATI",,,,,,2017-01-23,,,
"imprimanta nu tipareste Gastat ATI",,,,,,2017-01-23,,,
"functii blocate ecran LCD Pathfast UPU",,,,,,2017-01-23,,,
"predare echipament reparat Pathfast UPU",,,,,,2017-01-23,,,
"eroare M0106 Pathfast UPU",,,,,,2017-01-23,,,
"predare echipament Pathfast UPU",,,,,,2017-01-23,,,
"eroare FS4 Gastat ATI",,,,,,2017-01-23,,,
"ecran defect Pathfast ATI ",,,,,,2017-01-23,,,
"predare echipament Pathfast ATI",,,,,,2017-01-23,,,
"revizie Pathfast UPU",,,,,,2017-01-23,,,
"revizie Pathfast UPU",,,,,,2017-01-23,,,
"revizie Pathfast UPU",,,,,,2017-01-23,,,
"revizie Pathfast Cardio ",,,,,,2017-01-23,,,
"revizie Pathfast ATI",,,,,,2017-01-23,,,
"revizie Pathfast UPU",,,,,,2017-01-23,,,
"revizie Pathfast Cardio ",,,,,,2017-01-23,,,
"eroare debit FS4 Gastat ATI",,,,,,2017-01-23,,,
"revizie Pathfast UPU ",,,,,,2017-01-23,,,
"revizie Pathfast Cardio",,,,,,2017-01-23,,,
"revizie Pathfast ATI",,,,,,2017-01-23,,,
"verificare functionare Gastat",,,,,,2017-01-23,,,
"eroare FS4 Gastat ATI",,,,,,2017-01-23,,,
"calibrare D-Dimer Pathfast ATI",,,,,,2017-01-23,,,
"erori calibrare Gastat UPU",,,,,,2017-01-23,,,
"verificare functionare Pathfast Cardio",,,,,,2017-01-23,,,
"inlocuire electrod Ref Gastat ATI Balotesti ",,,,,,2017-01-23,,,
"erori calibrare Pathfast Cardio Balotesti",,,,,,2017-01-23,,,
"revizie Pathfast UPU",,,,,,2017-01-23,,,
"inlocuire analizor defect",,,,,,2017-01-25,,,
"Analizor Pathfast blocat",,,,,,2017-01-26,,,
"intretinere Gastat 1835",,,,,,2017-01-26,,,
"predare echipament reparat Pathfast UPU",,,,,,2017-01-30,,,
"revizie Pathfast UPU",,,,,,2017-01-30,,,
"revizie Pathfast ATI",,,,,,2017-01-30,,,
"revizie Pathfast Cardio",,,,,,2017-01-30,,,
"revizie Pathfast UPU",,,,,,2017-02-01,,,
"revizie Pathfast Cardio ",,,,,,2017-02-01,,,
"verificare functionare Gastat 1820 ATI",,,,,,2017-02-01,,,
"Mentenanta Pathfast",,,,,,2017-02-03,,,
"Mentenanta Pathfast",,,,,,2017-02-03,,,
"Mentenanta Pathfast",,,,,,2017-02-03,,,
"Eroare RBC clog",,,,,,2017-02-03,,,
"Eroare T03",,,,,,2017-02-03,,,
"Mentenanta periodica Pathfast",,,,,,2017-02-03,,,
"Mentenanta periodica Pathfast",,,,,,2017-02-03,,,
"Mentenanta periodica Pathfast",,,,,,2017-02-03,,,
"Mentenanta periodica Urti 5200",,,,,,2017-02-03,,,
"Mentenanta periodica Pathfast",,,,,,2017-02-03,,,
"Eroare WBC/RBC clog",,,,,,2017-02-03,,,
"Mentenanta periodica Pathfast",,,,,,2017-02-03,,,
"Mentenanta periodica Pathfast",,,,,,2017-02-03,,,
"Mentenanta periodica Gastat 1830",,,,,,2017-02-03,,,
"Nebulizator nu pulverizeaza",,,,,,2017-02-03,,,
"Verificare si ridicare analizor Pathfast de la beneficiar PV.369",,,,,,2017-02-10,,,
"Verificare analizor Pathfast PV.749",,,,,,2017-02-10,,,
"Urit 3000Plus PV.726",,,,,,2017-02-10,,,
"Verficare analizor Pathfast PV.725",,,,,,2017-02-10,,,
"Electrocauter Valleylab Force 2 defect PV.702",,,,,,2017-02-10,,,
"Electrocauter Valleylab Defect B.O. PV.703",,,,,,2017-02-10,,,
"Nebulizator MaxiBio defect PV.703",,,,,,2017-02-10,,,
"Predare nebulizator MaxiBio catre beneficiar PV.774",,,,,,2017-02-10,,,
"service Valleylab",,,,,,2017-02-13,,,
"mentenanta Pathfast ATI",,,,,,2017-02-13,,,
"mentenanta Pathfast UPU",,,,,,2017-02-13,,,
"service Hemochron ",,,,,,2017-02-13,,,
"MENTENANTA ANUALA Pathfast",,,,,,2017-02-13,,,
"Pathfast blocat",,,,,,2017-02-14,,,
"service Pathfast ",,,,,,2017-02-14,,,
"ridicare baterie UPS",,,,,,2017-02-14,,,
"intretinere Gastat 1835",,,,,,2017-02-14,,,
"mentenanta Pathfast ATI",,,,,,2017-02-16,,,
